全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考,
170003,,JJ0000000112,石川県,石川県立大学,イシカワケンリツダイガク,ishikawakenritsudaigaku,,172120,,石川県野々市市末松1丁目308番地,石川県,野々市市,末松,1丁目308番地,,36.50658325,136.5967485,,,,8時30分～17時15分【見学】9時00分～17時00分(入館は16時00分まで),,,無料,,石川県立大学共通のテーマは、「生物資源環境学」。本学科の「生産科学科」「環境科学科」「食品科学科」では、「生物生産」「環境」「食品」という３つのフィルターを通して、自然・生物・人間の健全な関係の構築を目指します。ミクロの生命体からグローバルな学術分野まで広く深く学ぶことで、人とつながり、地球とつながり、やがて一人ひとりが見つめる未来へとつながっていきます。,,"JR金沢駅より約30分JR野々市駅、JR松任駅より約10分北陸自動車道白山ICから約15分,JR金沢駅または香林坊バス停より、北陸鉄道バス「南部車庫」、「辰口和光台」、「緑が丘十丁目」または「山島台四丁目」のいずれかに乗車し、「加賀産上林」下車、徒歩約15分JR野々市駅（JR金沢駅より7分程度）より、「シャトルバスのんキー」（1日7便）に乗車し 「県立大学」下車、徒歩すぐJR西金沢駅にて北陸鉄道石川線に乗り換え「乙丸駅」下車、徒歩約30分",30台,,,,,,,,,,,,,,,,,,,076-227-7220,,,,,,,,http://www.ishikawa-pu.ac.jp/,,
170003,,JJ0000000113,石川県,いしかわ生活工芸ミュージアム　,イシカワセイカツコウゲイミュージアム,ishikawaseikatsukogeimyujiamu,,172014,,石川県金沢市兼六町1-1,石川県,金沢市,兼六町,1-1,,36.56113176,136.6639949,,,,9時00分～17時00分※入館は16時45分まで※常時可能な体験プログラム受付時間：9時00分～11時00分、13時30分～16時00分,,,"【入館料】1階：無料2階：18歳以上260円(団体210円),65歳以上210円(団体210円),17歳以下100円(団体80円),6歳未満無料※利用可能クレジットカード：VISA/AMEX/MASTER CARD/AmericanExpress/ダイナースクラブカード※団体：30名以上【体験料】常時可能な体験プログラム材料実費・水引ぽち袋　500円+入館料・繭細工　500円+入館料・組子のコースター　1,000円+入館料・太鼓の端財で作るカスタネット　600円+入館料",,石川県内の伝統的工芸品全36品目を一堂に展示する唯一の施設です。県内伝統的工芸品36品目の魅力を紹介する常設展示のほか、伝統工芸の「いま」を紹介する様々な企画展を開催しております。また、毎週土・日の実演・体験や企画展ごとのワークショップなど、各種工芸イベントもお楽しみいただけます。ミュージアムショップはユニークでオシャレなアイテムが充実しています。詳しいプログラムはHPをご覧ください。,,"JR金沢駅から約15分北陸自動車道金沢西ICまたは金沢東IC、金沢森本ICから約30分,JR金沢駅より兼六園シャトルバスに乗車、15分。県立美術館・成巽閣下車、徒歩1分。",普通車12台※大型バス1台可(要予約)※最寄大型バス駐車場：兼六坂パーキング,,,,,,,,,,,,,,,,,,,076-262-2020,,,,,,,,http://ishikawa-densankan.jp,,
170003,,JJ0000000114,石川県,石川県立能楽堂　,イシカワケンリツノウガクドウ,ishikawakenritsunogakudo,,172014,,石川県金沢市石引4丁目18番3号,石川県,金沢市,石引,4丁目18番3号,,36.559562,136.663269,,,,9時00分～22時00分※見学は17時00分までとなります。16時30分までにご入館ください。,,,,,加賀宝生で知られる金沢の能楽の殿堂。「月例能」や「観能の夕べ」など手軽に能楽鑑賞が楽しめる行事が催される。,,"【タクシー】JR金沢駅から約15分【車】北陸自動車道 金沢東インターまたは金沢西インターから約30分※駐車スペースは僅かしかありませんので、出来るだけ公共交通機関をご利用ください。,JR金沢駅兼六園口から北陸鉄道バス「6番のりば」「7番のりば」小立野方面行き出羽町下車約3分",,,,,,,,,,,,,,,,,,,,076-264-2598,,,,,,,,https://noh-theater.jp/,,
170003,,JJ0000000115,石川県,石川県立能登少年自然の家　,イシカワケンリツノトショウネンシゼンノイエ,ishikawakenritsunotoshonenshizennoie,,174637,,石川県鳳珠郡能登町字九里川尻16-20,石川県,能登町,石川県鳳珠郡能登町字九里川尻,16-20,,37.338506,137.252951,,,,,,,"1泊3食　1,750円　冷暖房費1人1日　100円			（クレジットカード不可）",,　「青い海、緑の大地、はずむ声」をキャッチフレーズに、海での大型カヌーや、河川での小型カヌーなど、児童、生徒の体験活動を行う施設です。海辺の小高い丘にある、船をかたどった建物の周囲は、緑と太陽と磯の香りに満ち溢れています。,,"金沢東ICよりのと里山海道、すず道路（大規模農道）経由で2時間30分,金沢駅東口（兼六園口）―【特急バス宇出津真脇特急（北鉄奥能登バス（株）】―内浦庁舎前下車（徒歩２０分）",普通車6台、バス2台（無料）			,,,,,,,,,,,,,,,,,,,0768-72-2200,,,,,,,,,,
170003,,JJ0000000116,石川県,石川県立白山青年の家　,イシカワケンリツハクサンセイネンノイエ,ishikawakenritsuhakusanseinennoie,,172103,,石川県白山市八幡町戌142,石川県,白山市,八幡町戌,142,,36.442448,136.632734,,,,,,,,,　加賀平野を一望できる、白山市八幡町の舟岡山台地にあります。　豊かな自然に囲まれた環境にあり、学校のクラブ合宿、生徒会活動、宿泊学習や子供会、サークル活動や趣味の会など幅広く利用されています。　周辺には名所旧跡も数多くあり、幅広い年齢の方々が利用しています。,,",",,,,,,,,,,,,,,,,,,,,076-272-3695,,,,,,,,http://www.hakusanseinen.jp,,
170003,,JJ0000000117,石川県,石川県立白山ろく民俗資料館　,イシカワケンリツハクサンロクミンゾクシリョウカン,ishikawakenritsuhakusanrokuminzokushiryokan,,172103,,石川県白山市白峰リ30,石川県,白山市,白峰リ,30,,36.179508,136.622584,,,,9時00分～16時30分(受付16時00分まで),,,一般260円 ・65歳以上200円 ・高校生以下無料・団体（20名位以上）210円,,　白山ろく民俗資料館は、白山麓に住んだ人たちの生活を再現する野外展示施設です。ここには、昔の家屋をそのまま移築し、当時の道具類も展示してあります。　昔の生活は現代とは違っていますが、自然の理にかなった暮らしぶりには、なるほどと感心します。　わら細工やオバル染めなどの体験も実施しています。昔の山村生活を体験してみませんか。,,",JR金沢駅より加賀白山バス白峰行きバスで120分白峰北口バス停から徒歩10分",３0台,,,,,,,,,,,,,,,,,,,076-259-2665,,,,,,,,,,
170003,,JJ0000000118,石川県,石川県立美術館　,イシカワケンリツビジュツカン,ishikawakenritsubijutsukan,,172014,,石川県金沢市出羽町2－1,石川県,金沢市,出羽町,2－1,,36.56016312,136.661175,,,,コレクション（常設）展示室：9時30分～18時00分まで（入室は17時30分まで）カフェ：10時00分～18時00分まで営業（営業時間は今後変更となる場合があります）			,,,コレクション（常設）展示室：一般370円（290円）、大学生290円（230円）、高校生以下無料　※（　）は20人以上の団体料金、企画展は別途必要。,,国宝の「色絵雉香炉」（野々村仁清作）をはじめ、石川県が誇る名品を展示しています。古九谷や、加賀藩前田家伝来の文化財、石川県ゆかりの芸術院会員や人間国宝の絵画・彫刻・工芸など、古美術から現代まで、石川県ならではの美術工芸品を幅広くご覧いただけます。館内にはパティシエ辻口博啓氏プロデュースのカフェも併設しています。2016年4月には、石川県立美術館広坂別館横に「石川県文化財保存修復工房」が移転・リニューアルオープンし、実際の修復作業を常時見学できます。,,"北陸自動車道金沢西ICまたは森本ICから20～30分,・金沢駅東口から路線バス乗車、「広坂・21世紀美術館」下車、徒歩約5分・金沢駅東口から路線バス乗車、「出羽町」下車、徒歩約10分",60台,,,,,,,,,,,,,,,,,,,076-231-7580,,,,,,,,http://www.ishibi.pref.ishikawa.jp,,
170003,,JJ0000000119,石川県,石川県立山中漆器産業技術センター,イシカワケンリツヤマナカシッキサンギョウギジュツセンター,ishikawakenritsuyamanakashikkisangyogijutsusenta,,172065,,石川県加賀市山中温泉塚谷町イ270番地,石川県,加賀市,山中温泉塚谷町イ,270番地,,36.25604458,136.3718899,,,,9時00分～17時00分≪見学≫展示室・資料室：9時00分～17時00分木地工房・研修所：10時00分～16時00分≪体験≫10時00分～15時00分,,,≪見学≫無料≪体験≫体験予約時にご確認ください。,,全国の頂点に立つ「挽物轆轤技術」の修得と後継者育成、及び将来の山中漆器産業を担う人材の養成、自主研究等を行うための産業振興の中核施設であり、全国で唯一「挽物轆轤技術」を専門的に学べる研修施設です。,,"北陸自動車道加賀ICから山中温泉方向の看板にしたがい約30分JR加賀温泉駅から約20分,小松空港【キャンバス／小松空港線、約32分】又は、JR小松駅【JR、13分】からJR加賀温泉駅に向かい、加賀温泉駅前より加賀温泉バス(温泉山中線)の山代温泉・山中温泉方面行きに乗車、塚谷停留所で下車(約24分)、徒歩3分",乗用車　8台大型バス　1台,,,,,,,,,,,,,,,,,,(公財)山中漆器産業技術センター,0761-78-1696,,,,,,,,http://yamanaka696.org/,,
170003,,JJ0000000120,石川県,石川県立歴史博物館（いしかわ赤レンガミュージアム）,イシカワケンリツレキシハクブツカン（イシカワアカレンガミュージアム）,ishikawakenritsurekishihakubutsukan（ishikawaakarengamyujiamu）,,172014,,石川県金沢市出羽町3-1,石川県,金沢市,出羽町,3-1,,36.558634,136.662564,,,,午前９時～午後５時（ただし、入館は午後４時３０分まで）,,,《常設展のみ》一般	３００円（団体２４０円）大学生	２４０円（団体１９０円）※団体は２０名以上　６５歳以上の方は２４０円　高校生以下は無料《加賀本多博物館との共通券もあります》一般５００円　大学生４００円　高校生以下無料※特別展は別途料金となります。常設展と特別展のセット料金もあります。,,旧陸軍兵器庫の赤レンガ棟を再生した建物は、国の重要文化財となっています。展示室では原始の玉作りや古代の東アジアとの交流、中世の一向一揆、近世の参勤交代、近代の美術工芸、そして現代まで続く祭礼風流など、多彩な展示コーナーを設けています。豊富な実物資料やジオラマ、大型画面での迫力ある映像などにより、石川の歴史と文化を楽しく学べる博物館です。,,",JR金沢駅より北陸鉄道バスで約15分（出羽町バス停下車徒歩5分）",,,,,,,,,,,,,,,,,,,,076-262-3236,,,,,,,,http://ishikawa-rekihaku.jp/,,
170003,,JJ0000000121,石川県,石川県農林総合研究センター 林業試験場(樹木公園),イシカワケンノウリンソウゴウケンキュウセンター リンギョウシケンジョウ(ジュモクコウエン),ishikawakennorinsogokenkyusenta ringyoshikenjo(jumokukoen),,172103,,石川県白山市三宮町ホ1,石川県,白山市,三宮町ホ,1,,36.430554,136.640738,,,,8時30分～17時00分(展示館は9時30分～16時30分),,,,,"手取川の本流を見下ろす高台にある県林業試験場の構内にあり、約27ヘクタールの敷地に約800種、15,000本を超える樹木が植えられており、なかでもサクラは約130品種・約900本、ツバキは約140品種・850本と多く、全国的にも有数の規模となっています。公園に併設する林業試験場展示館には、昔から使われていた林業用具や樹木標本、動物、野鳥標本、古文書、文献類、石川県の林業の現況を示すパネル、写真などが展示公開され、「第66回全国植樹祭」（平成27年5月開催）の感動を末永く記憶にとどめ、県民参加の森づくりを更に進展させるため、式典備品（陛下御使用御机、両陛下御使用のお手播き種箱、御鍬、御種入れ枡、お絞り受け）の展示コーナーも設置されています。公園内は、季節ごとに移り変わる野生植物やキノコ、そして野鳥やカモシカ、リスなどの動物を見ることできることから多くの方が訪れる憩いの場所となっています。",,",北陸鉄道石川線鶴来駅から徒歩40分",180台(17時00分～翌朝8時30分までは駐車不可),,,,,,,,,,,,,,,,,,石川県農林総合研究センター林業試験場,076-272-0673,,,,,,,,http://www.pref.ishikawa.lg.jp/ringyo/,,
170003,,JJ0000000122,石川県,石川県輪島漆芸美術館,イシカワケンワジマシツゲイビジュツカン,ishikawakenwajimashitsugeibijutsukan,,172049,,石川県輪島市水守町四十苅11,石川県,輪島市,水守町四十苅,11,,37.389896,136.892156,,,,9:00～17:00(入館は16:30まで),,,【通常入館料】一般630円　高・大学生320円　小・中学生150円【20人以上で団体割引適用】一般520円　高・大学生210円　小・中学生100円,,漆の里・輪島が誇る漆芸専門の美術館。古典から現代作品まで、漆芸品の魅力を味わえる各種のテーマにそって取材した、さまざまな企画展の他、日本を代表する漆器として知られる輪島塗の技と歴史を常時紹介しています。また1階特別展示スペースにて、輪島塗技術保存会が5年もの歳月をかけて制作した輪島塗大型地球儀「夜の地球 Earth at Nignt」が公開されています。,,"・金沢駅からのと里山海道経由で約2時間（「のと里山空港IC」下車）・のと里山空港ICから約25分,・金沢から輪島特急バス乗車約2時間20分　輪島駅前下車(乗り換え)→輪島駅前(道の駅輪島)よりのらんけバス(海コース)で「漆芸美術館」バス停下車",普通車42台（無料駐車場完備）,,,,,,,,,,,,,,,,,,,0768-22-9788,,,,,,,,http://www.city.wajima.ishikawa.jp/art/,,
170003,,JJ0000000123,石川県,石川県輪島水泳プール（輪島市町野水泳プール）,イシカワケンワジマスイエイプール（ワジマシマチノスイエイプール）,ishikawakenwajimasuieipuru（wajimashimachinosuieipuru）,,172049,,石川県輪島市町野町東大野出村109,石川県,輪島市,町野町東大野出村,109,,37.438964,137.078461,,,,7月中旬～8月31日の期間中9:00～18:30,,,お問い合わせください。,,貸切（専用）で利用できます。隣接して輪島市営町野野球場や輪島市営町野テニスコートもあります。施設内には、日本水泳連盟公認の50mプールが8コース、25mプールが6コースあります。障害者用お手洗いは外の公衆トイレをご利用ください（プール館内にはありません）。,,"・輪島市街から国道249号線を珠洲方面へ約25分,・輪島駅前から北鉄奥能登バス(町野線)　敷戸バス停下車　徒歩15分",約50台(無料),,,,,,,,,,,,,,,,,,町野スポーツ施設管理棟,0768-32-1040,,,,,,,,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/wajima_pool.html,,
170003,,JJ0000000124,石川県,いしかわサイエンスパーク,イシカワサイエンスパーク,ishikawasaiensupaku,,172111,,石川県能美市旭台2丁目1番地　石川ハイテク交流センター内,石川県,能美市,旭台,2丁目1番地　石川ハイテク交流センター内,,36.445814,136.590271,,,,9時00分～17時15分,,,見学無料,,　いしかわサイエンスパークでは、北陸先端科学技術大学院大学を核として、研究機関、支援機関が一体となって、新たな「知」と「産業」を創出します。,,"小松空港から車で約40分(約21Km)松任駅から約25分(約15Km)金沢駅から約50分(約20Km),JR西金沢駅から北陸鉄道石川線で鶴来駅下車、鶴来駅からJAISTシャトルバスで約10分",普通車100台　駐車無料,,,,,,,,,,,,,,,,,,,0761-51-0122,,,,,,,,http://www.isico.or.jp/isp/,,
170003,,JJ0000000125,石川県,石川四高記念文化交流館　,イシカワシコウキネンブンカコウリュウカン,ishikawashikokinembunkakoryukan,,172014,,石川県金沢市広坂2丁目2－5,石川県,金沢市,広坂,2丁目2－5,,36.562499,136.655734,,,,多目的利用室 9時00分～21時00分展示室 9時00分～17時00分（入室は16時30分まで）,,,"通常料金：一般370円、大学生290円、高校生以下無料（入場料金は企画展示開催中変わることがあります）（利用可能クレジットカード：VISA,MasterCard,JCB,アメリカン・エキスプレス,Diners Club,中国銀聯）",,　有料ゾーンの「石川近代文学館」と無料ゾーンの「石川四高記念館」から成ります。国の重要文化財である赤レンガ建築の雰囲気を生かした「学びと触れ合いの空間」です。,,",JR金沢駅より香林坊バス停下車徒歩2分",無し,,,,,,,,,,,,,,,,,,,076-262-5464,,,,,,,,http://www.pref.ishikawa.jp/shiko-kinbun/,,
170003,,JJ0000000126,石川県,いしかわ総合スポーツセンター　,イシカワソウゴウスポーツセンター,ishikawasogosupotsusenta,,172014,,石川県金沢市稚日野町北222番地,石川県,金沢市,稚日野町北,222番地,,36.579394,136.598269,,,,9時00分～22時00分,,,"使用施設により異なりますので <a href=""http://www.ishikawa-spc.jp/useguide/index.html"" target=""_blank"">公式サイトの利用案内</a>でご確認ください。※毎月7日の「健康の日」および「体育の日」は個人利用に限り無料となります。",,石川のスポーツ振興の中核的拠点施設として、「競技力の向上」および「生涯スポーツ社会の実現」を図っています。,,"金沢駅金沢港口から約20分北陸自動車道金沢西ICから5分,金沢駅から済生会病院もしくは下安原行き、総合スポーツセンター前バス停下車",500台,,,,,,,,,,,,,,,,,,,076-268-2222,,,,,,,,http://ishikawa-spc.jp,,
170003,,JJ0000000127,石川県,石川北部RDFセンター,イシカワホクブアールディエフセンター,ishikawahokubuarudeiefusenta,,173843,,石川県羽咋郡志賀町矢駄11字103番地,石川県,志賀町,石川県羽咋郡志賀町矢駄,11字103番地,,37.001053,136.842124,,,,,,,,,石川北部RDFセンターは、石川県の北部地域で製造されたRDF（ごみ固形化燃料）を全量受入れ処理しています。RDF（ごみ固形化燃料）を焼却することにより発生する熱エネルギーを回収し発電を行うとともに、灰等は溶融してスラグ化することでコンクリート製品等の材料に利用されます。こうして、資源を有効活用することで資源循環社会を推進している、国内唯一のRDF（ごみ固形化燃料）の流動床ガス化溶融施設です。,,"のと里山海道上棚矢駄ICから車で約5分,",乗用車15台、大型バス2台専用駐車場あり,,,,,,,,,,,,,,,,,,,0767-36-8888,,,,,,,,,,
170003,,JJ0000000128,石川県,石川ルーツ交流館,イシカワルーツコウリュウカン,ishikawarutsukoryukan,,172103,,石川県白山市美川南町ヌ138-1,石川県,白山市,美川南町ヌ,138-1,,36.485543,136.483491,,,,9時00分～17時00分,,,一般310円、中学生以下無料,,　石川ルーツ交流館は、北前船で栄えた旧美川町の歴史や文化をはじめとして、県庁が置かれていた明治初期の旧美川町の様子や白山市のジオパークの拠点の一つとして、手取川の自然や治水を子供たちにもわかりやすく紹介した総合学習施設であり、文化施設になっています。　現在の石川県の名は、当時の石川郡美川町の「石川」という郡名に由来して付けられたものであり、まさに旧美川町は石川県のルーツです。,,"北陸自動車道美川ICより車で5分、金沢から車で約30分,JR美川駅から徒歩5分",あり,,,,,,,,,,,,,,,,,,,076-278-7111,,,,,,,,http://www.hakusan-museum.jp/roots/,,
170003,,JJ0000000129,石川県,石積六角地蔵塔,イシヅミロッカクジゾウトウ,ishizumirokkakujizoto,,173843,,石川県羽咋郡志賀町大島,石川県,志賀町,石川県羽咋郡志賀町大島,,,36.987435,136.765969,,,,,,,,,能登半島国定公園・大島海岸には、日本海のさざ波が打ち寄せる大島諸願堂の端に、石積の六角地蔵塔が物悲しくたたずんでいます。伝承によれば、その昔、肥前大村（現在の長崎県大村市）の船持武太夫の息子が乗った船が大島の沖で難破し、息子はもちろん乗組員たちも死亡するという出来事がありました。悲しみに暮れた武太夫は、何とか息子や乗組員たちの供養をしたいと考え、遠い故郷の肥前から石を運び、大島の地に塔を建てたということです。この地蔵塔は、今もなお日本海の潮風に吹かれ、時には荒れ狂う波に耐えながら、海の安全を見守っています。この塔は、室町時代に建てられたと推定されています。,,"羽咋方面より国道249号大島交差点左折400メートル,",,,,,,,,,,,,,,,,,,,志賀町商工観光課,0767-32-1111,,,,,,,,https://shika-guide.jp/spot/240/,,
170003,,JJ0000000130,石川県,伊須流岐比古神社,イスルギヒコジンジャ,isurugihikojinja,,174076,,石川県鹿島郡中能登町石動山子部1番地1,石川県,中能登町,石川県鹿島郡中能登町石動山子部,1番地1,,36.963596,136.974186,,,,,,,,,1653（承応2）年、加賀藩3代藩主前田利常の寄進により、伊須流岐比古神社は建立されました。神興堂（権現堂）と呼ばれていた拝殿は、1701（元禄14）年に造られ、両建物は県指定文化財に指定されています。,,"のと里山海道柳田ICから車で40分JR良川駅から車で30分,",あり,,,,,,,,,,,,,,,,,,石動山資料館,0767-76-0408,,,,,,,,,,
170003,,JJ0000000131,石川県,泉鏡花「滝の白糸」碑,イズミキョウカ「タキノシライト」ヒ,izumikyoka「takinoshiraito」hi,,172014,,石川県金沢市橋場町浅野川畔,石川県,金沢市,橋場町浅野川畔,,,36.5703,136.666729,,,,,,,,,　泉鏡花の出世作「義血侠血」の主人公の記念碑です。滝の白糸（本名：水島友）は、鏡花が生涯かけて追求した理想の女性像でもありました。,,"金沢駅から約10分(約2km)北陸自動車道金沢東ICから約15分（約4km),「橋場町」バス停から徒歩5分",付近に東山観光駐車場、東山北観光駐車場、東山河畔観光駐車場有り,,,,,,,,,,,,,,,,,,泉鏡花記念館,076-222-1025,,,,,,,,,,
170003,,JJ0000000132,石川県,泉鏡花記念館,イズミキョウカキネンカン,izumikyokakinenkan,,172014,,石川県金沢市下新町2-3,石川県,金沢市,下新町,2-3,,36.571411,136.663118,,,,9時30分～17時00分（入館は16時30分まで）,,,"一般310円、65歳以上210円、高校生以下無料、団体（20名以上）260円（利用可能クレジットカード：VISA,Mastercard,JCB）",,金沢が生んだ文豪泉鏡花は、浅野川にほど近い下新町で生まれました。父・泉清次は加賀象嵌の彫金師、母・鈴は宝生流シテ方の重鎮松本金太郎の妹です。鏡花が幼少時代を過ごした生家跡地に、1999（平成11）年記念館が開館しました。町家造りを活かした館内に自筆原稿や書簡のほか、美しい初版本の数々を展示しています。幻想的な鏡花の世界に触れることができる空間です。,,",「城下まち金沢周遊バス」（右回り）橋場町（金城楼前）下車、徒歩3分",4台,,,,,,,,,,,,,,,,,,,076-222-1025,,,,,,,,http://www.kanazawa-museum.jp/kyoka/,,
170003,,JJ0000000133,石川県,泉鏡花句碑（卯辰山公園内）,イズミキョウカクヒ（ウタツヤマコウエンナイ）,izumikyokakuhi（utatsuyamakoennai）,,172014,,石川県金沢市卯辰山公園,石川県,金沢市,卯辰山公園,,,36.569744,136.670618,,,,,,,,,卯辰山への登り口の脇にひっそりと建っており、幼いころに母を失った鏡花の心情が伝わる「はゝこひし　夕山桜　峰の松」の句が刻まれています。,,"金沢駅から約15分(約5km)北陸自動車道金沢東ICから約15分(約5km),「天神橋」バス停kara徒歩5分",有り（卯辰山公園）,,,,,,,,,,,,,,,,,,泉鏡花記念館,076-222-1025,,,,,,,,,,
170003,,JJ0000000134,石川県,イソライト珪藻土記念館,イソライトケイソウドキネンカン,isoraitokeisodokinenkan,,172022,,石川県七尾市石崎町ヨ部1番地,石川県,七尾市,石崎町ヨ部,1番地,,37.07729,136.926179,,,,9時00分～15時00分,,,無料,,イソライト工業株式会社では、創立80周年を迎え、会社の発展の基となった珪藻土に感謝すると共に先達の遺徳をたたえ、社業の歴史、記録をとどめる「イソライト珪藻土記念館」を七尾市の和倉温泉近くにある七尾工場敷地内で開館しました。館内では、能登半島に埋蔵される珪藻土に関する解説のほか、珪藻土からできた製品の展示や会社紹介の映像放映などを行っています。,,"国道159号線七尾駅から約10分　能登道路徳田大津ICから約20分,JR和倉温泉駅より徒歩約5分",30台 専用駐車場あり,,,,,,,,,,,,,,,,,,,0767-62-2313,,,,,,,,,,
170003,,JJ0000000135,石川県,一里野高原ホテル　ろあん,イチリノコウゲンホテル　ロアン,ichirinokogenhoteru　roan,,172103,,石川県白山市尾添チ70-4,石川県,白山市,尾添チ,70-4,,36.26836733,136.7166774,,,,11：00～20：00,,,"1泊素泊まり：7,000円～（税込）1泊2食付：13,000円～（税込）",,白山の大自然の高原にある源泉かけ流し100％の温泉宿。有機無農薬や減農薬の米、野菜に飛騨牛、岩魚、白山堅豆腐などの白山地物の食材にこだわった炭火ご膳を、築100年の古民家の雰囲気たっぷりの民芸食事処でお召し上がりください。大浴場は木々に囲まれた森林浴もできる畳の露天風呂が人気。混浴のできる貸切家族風呂は岩露天風呂と総ヒノキ風呂の２種類をご用意。館内の全ての風呂は24時間源泉かけ流し100％。弱食塩泉の湯は別名「熱の湯」とも呼ばれる身体の芯から温まる湯冷めしにくい温泉。金沢から車で約60分・世界遺産白川郷から白山白川郷ホワイトロード経由で約90分と観光の拠点にも便利です。石川県最大のスキー場「一里野温泉スキー場」徒歩1分。,,"北陸自動車道金沢森本IC又は白山ICから車で60分,",40台（無料）,,,,,,,,,,,,,,,,,,,076-256-7141,,,,,,,,http://ichirino.jp,,
170003,,JJ0000000136,石川県,一閑寺,イッカンジ,ikkanji,,172103,,石川県白山市鶴来本町4丁目チ18,石川県,白山市,鶴来本町,4丁目チ18,,36.456422,136.624794,,,,8時00分～17時00分,,,拝観料　300円,,　不動明王像は、高さが約8メートルあり、自然の1枚石に刻まれた日本最大級の磨崖仏（まがいぶつ）です。眼病治癒の霊験があるほか、商売繁盛、魔除けのご利益があるとして、多くの人々が参詣しています。　現在の像は江戸時代末期に作られました。また、加賀藩主前田家の家紋「剣梅鉢」の使用を許され、現在も瓦に使用されています。,,"金沢駅から40分、松任駅から20分、美川駅から30分、鶴来駅から5分,北陸鉄道鶴来駅より徒歩約8分",あり(無料),,,,,,,,,,,,,,,,,,一閑寺,076-272-0453,,,,,,,,,,
170003,,JJ0000000137,石川県,いっぷく処 おはぎ屋,イップクドコロ オハギヤ,ippukudokoro ohagiya,,172103,,石川県白山市白山町レ122-1,石川県,白山市,白山町レ,122-1,,36.437183,136.634049,,,,【月～金】9時00分～16時00分【土・日・祝】9時00分～17時00分※毎月1日は5時00分より営業します。,,,"≪体験≫お一人様1,500円(体験料・お土産付)",,"白山比?神社参詣客に軽食やお土産物を販売するお休み処としてオープンした、いっぷく処『おはぎ屋』。ご参拝のおやすみ処として和菓子・軽食・喫茶の提供や食品・工芸品の展示販売も行っています。また鶴来地区の秋まつりの味・笹寿司を製造販売するほか、笹寿司づくりの体験も行っています。笹寿司を3個作ることができる専用の木製の押し器も付いて1,500円。できてから半日くらいが食べごろです。",,"JR金沢駅から40分,北陸鉄道鶴来駅より白峰行きバス10分",白山比?神社表参道無料駐車場(観光バス可)　50台,,,,,,,,,,,,,,,,,,,076-272-5510,,,,,,,,http://www.urara-hakusanbito.com/spot/view/360,,
170003,,JJ0000000138,石川県,一本松総合運動公園,イッポンマツソウゴウウンドウコウエン,ippommatsusogoundokoen,,172049,,石川県輪島市河井町・杉平町1-12,石川県,輪島市,河井町・杉平町,1-12,,37.391556,136.9093,,,,プール：平日10:00～20:30　土日祝10:00～18:30ジム・アリーナ：9:00～21:30(全日),,,［プール(1回)］　一般：520円　高校生以下：210円　未就学児：無料［アリーナ(1回)］　一般：420円　高校生以下：210円 ,,春には桜やツツジが咲き誇り、秋は紅葉と市民の散策の場になっています。晴れた日には、七ツ島もうっすらと見える見晴らしのよい公園です。◆施設概要　サン・アリーナ（体育館）:バスケットボール公式コート2面、バレーボール公式コート2面、バドミントン公式コート8面、健康相談室、ランニングコース、ミーティングルーム、軽運動室サン・プルル（輪島市民温水プール）:7コース（25m）、小プール一本松ゲートボール場:ゲートボール場2面広場や集会所もあります。,,"金沢からのと里山海道経由約2時間(のと里山空港ICから約20分),金沢駅から輪島特急バス乗車約2時間30分「輪島駅前」下車(徒歩or乗り換え)【徒歩】「輪島駅前」より徒歩20分【バス】「輪島駅前」よりのらんけバス(档コース)で「総合運動公園」バス停下車",200台,,,,,,,,,,,,,,,,,,輪島市　都市整備課,0768-23-1156,,,,,,,,https://wajimanavi.jp/,,
170003,,JJ0000000139,石川県,井上靖文学碑,イノウエヤスシブンガクヒ,inoueyasushibungakuhi,,173657,,石川県河北郡内灘町宮坂に461（ 内灘町総合公園内）,石川県,内灘町,石川県河北郡内灘町宮坂に,461（ 内灘町総合公園内）,,36.663126,136.650739,,,,,,,,,旧四高在学時代、よく内灘砂丘を散策したという井上氏の直筆で「日本海美し 内灘の砂丘美し 波の音聞きて 生きる人の心美し」と刻まれている。,,",北鉄浅野川線内灘駅→なだバスナディ南部ルート（約２２分）→福祉センター下車→徒歩（約４分）",有り,,,,,,,,,,,,,,,,,,内灘町　文化スポーツ課,076-286-6716,,,,,,,,,,
